"","spp","gname","FBgn","v3","cyt","pos","chr","startp","stopp"
"892","Dmel","B0319","FBgn0259633","","","","",NA,NA
"893","Dmel","vih","FBgn0264848","3-38","69C4-69C4","3L:12504292..12505821(1)","3L",12504292,12505821
"894","Dmel","CG8312","FBgn0037720","3-49","85D27-85E1","3R:9591309..9625073(1)","3R",9591309,9625073
"895","Dmel","Or85f","FBgn0037685","3-48","85D15-85D15","3R:9398190..9399551(1)","3R",9398190,9399551
"896","Dmel","B1211","FBgn0259639","","","","",NA,NA
"897","Dmel","B1508","FBgn0259634","","","","",NA,NA
"898","Dmel","l(3)2727","FBgn0260495","","","","",NA,NA
"899","Dmel","Osi21","FBgn0283678","2-44","32E2-32E2","2L:11284327..11285706(-1)","2L",11284327,11285706
"900","Dmel","CG31454","FBgn0051454","3-48","85A2-85A2","3R:8521658..8523520(1)","3R",8521658,8523520
"901","Dmel","5SrRNA-Psi:CR33356","FBgn0053356","2-90","56E2-56E2","2R:19765021..19765163(-1)","2R",19765021,19765163
"902","Dmel","hgo","FBgn0040211","2-44","32D5-32D5","2L:11136393..11138565(1)","2L",11136393,11138565
"903","Dmel","dsx","FBgn0000504","3-48","84E5-84E6","3R:7924323..7967408(-1)","3R",7924323,7967408
"904","Dmel","CG18748","FBgn0042105","3-48","84E1-84E1","3R:7786170..7787923(-1)","3R",7786170,7787923
"905","Dmel","B0426","FBgn0259635","","","","",NA,NA
"906","Dmel","B0339","FBgn0259636","","","","",NA,NA
"907","Dmel","l(3)7","FBgn0260496","","","","",NA,NA
"908","Dmel","l(3)12563","FBgn0260497","","","","",NA,NA
"909","Dmel","Gbeta13F","FBgn0001105","1-52","13F16-13F16","X:15860115..15866175(1)","X",15860115,15866175
"910","Dmel","CG31513","FBgn0051513","","84D5-84D5","","",NA,NA
"911","Dmel","Gr89a","FBgn0038440","3-58","89B18-89B18","3R:16497817..16498959(-1)","3R",16497817,16498959
"912","Dmel","CG9266","FBgn0032909","","38F6-39A1","","",NA,NA
"913","Dmel","B0625","FBgn0259637","","","","",NA,NA
"914","Dmel","CG9270","FBgn0032908","2-54","38F6-38F6","2L:20929456..20934113(-1)","2L",20929456,20934113
"915","Dmel","CG9316","FBgn0032878","2-54","38E4-38E4","2L:20724209..20726551(-1)","2L",20724209,20726551
"916","Dmel","snoRNA:Psi18S-525k","FBgn0083028","2-15","25C10-25C10","2L:5202383..5202522(1)","2L",5202383,5202522
"917","Dmel","B1193","FBgn0259638","","","","",NA,NA
"918","Dmel","B2035","FBgn0259640","","","","",NA,NA
"919","Dmel","CG31191","FBgn0051191","3-69","93A3-93A4","3R:20909213..20945530(-1)","3R",20909213,20945530
"920","Dmel","snoRNA:Psi28S-2263","FBgn0082990","2-15","25C9-25C9","2L:5187778..5187922(1)","2L",5187778,5187922
"921","Dmel","snoRNA:Psi18S-525a","FBgn0083038","2-54","38C6-38C6","2L:20418348..20418481(1)","2L",20418348,20418481
"922","Dmel","ect","FBgn0000451","3-32","67D10-67D10","3L:10190276..10201837(-1)","3L",10190276,10201837
"923","Dmel","snoRNA:Psi18S-640a","FBgn0083026","2-54","38C6-38C6","2L:20418523..20418654(1)","2L",20418523,20418654
"924","Dmel","snoRNA:Psi18S-525c","FBgn0083036","2-54","38C6-38C6","2L:20418834..20418967(1)","2L",20418834,20418967
"925","Dmel","snoRNA:Psi18S-640b","FBgn0083025","2-54","38C6-38C6","2L:20418997..20419133(1)","2L",20418997,20419133
"926","Dmel","snoRNA:Psi18S-525d","FBgn0083035","2-54","38C6-38C6","2L:20419145..20419281(1)","2L",20419145,20419281
"927","Dmel","snoRNA:Psi18S-640c","FBgn0083024","2-54","38C6-38C6","2L:20419303..20419430(1)","2L",20419303,20419430
"928","Dmel","snoRNA:Psi18S-525f","FBgn0083033","2-54","38C6-38C6","2L:20419774..20419908(1)","2L",20419774,20419908
"929","Dmel","snoRNA:Psi18S-525g","FBgn0083032","2-54","38C6-38C6","2L:20419932..20420065(1)","2L",20419932,20420065
"930","Dmel","snoRNA:Psi18S-525h","FBgn0083031","2-54","38C6-38C6","2L:20421304..20421438(1)","2L",20421304,20421438
"931","Dmel","snoRNA:Psi18S-640d","FBgn0083023","2-54","38C6-38C6","2L:20419626..20419756(1)","2L",20419626,20419756
"932","Dmel","snoRNA:Psi18S-525e","FBgn0083034","2-54","38C6-38C6","2L:20419456..20419585(1)","2L",20419456,20419585
"933","Dmel","snoRNA:Psi18S-640f","FBgn0083021","2-54","38C6-38C6","2L:20421475..20421600(1)","2L",20421475,20421600
"934","Dmel","snoRNA:Psi18S-525i","FBgn0083030","2-54","38C6-38C6","2L:20421617..20421752(1)","2L",20421617,20421752
"935","Dmel","snoRNA:Psi18S-640g","FBgn0083020","2-54","38C6-38C6","2L:20421781..20421909(1)","2L",20421781,20421909
"936","Dmel","5SrRNA:CR33369","FBgn0053369","2-90","56E2-56E2","2R:19760215..19760349(-1)","2R",19760215,19760349
"937","Dmel","B0432","FBgn0259641","","","","",NA,NA
"938","Dmel","Thd1","FBgn0026869","4-0","102C2-102C2","4:538332..557854(-1)","4",538332,557854
"939","Dmel","5SrRNA:CR33370","FBgn0053370","2-90","56E2-56E2","2R:19759842..19759976(-1)","2R",19759842,19759976
"940","Dmel","CG10413","FBgn0032689","2-53","36F7-36F7","2L:18599755..18605249(-1)","2L",18599755,18605249
"941","Dmel","CR33315","FBgn0053315","2-54","37B13-37B13","2L:19074992..19075412(-1)","2L",19074992,19075412
"942","Dmel","Tsf1","FBgn0022355","1-60","17A9-17A9","X:18387084..18390344(1)","X",18387084,18390344
"943","Dmel","l(3)11534","FBgn0260498","","","","",NA,NA
"944","Dmel","Ir52e","FBgn0267971","","","","",NA,NA
"945","Dmel","mir-993","FBgn0262174","3-48","84A5-84A5","3R:6776333..6776451(1)","3R",6776333,6776451
"946","Dmel","mir-317","FBgn0262378","3-49","85F10-85F10","3R:10091126..10091217(1)","3R",10091126,10091217
"947","Dmel","mir-973","FBgn0262201","1-62","18C8-18C8","X:19551528..19551628(1)","X",19551528,19551628
"948","Dmel","mir-2a-1","FBgn0262377","2-54","37F2-37F2","2L:19569897..19569972(-1)","2L",19569897,19569972
"949","Dmel","mir-1010","FBgn0262382","3-74","94A4-94A4","3R:22292879..22292949(1)","3R",22292879,22292949
"950","Dmel","mir-1002","FBgn0262272","2-49","34D1-34D1","2L:13747609..13747697(-1)","2L",13747609,13747697
"951","Dmel","mir-955","FBgn0262269","3-7","63C5-63C5","3L:3299055..3299151(1)","3L",3299055,3299151
"952","Dmel","snoRNA:Psi18S-525j","FBgn0083029","2-54","38C6-38C6","2L:20421928..20422063(1)","2L",20421928,20422063
"953","Dmel","snoRNA:Me28S-C2645a","FBgn0082938","2-54","38D2-38D2","2L:20647817..20647891(1)","2L",20647817,20647891
"954","Dmel","snoRNA:Me28S-C2645b","FBgn0082937","2-54","38D2-38D2","2L:20648051..20648125(1)","2L",20648051,20648125
"955","Dmel","snoRNA:Me28S-C2645c","FBgn0082936","2-54","38D2-38D2","2L:20648282..20648356(1)","2L",20648282,20648356
"956","Dmel","snoRNA:Psi18S-531","FBgn0083027","1-0","1C4-1C4","X:763083..763234(-1)","X",763083,763234
"957","Dmel","Fie","FBgn0026592","3-9","63F5-63F5","3L:3892574..3894833(1)","3L",3892574,3894833
"958","Dmel","snoRNA:Psi28S-1060","FBgn0083013","1-18","6C10-6C10","X:6742852..6743001(-1)","X",6742852,6743001
"959","Dmel","snoRNA:Psi28S-1232","FBgn0082997","1-18","6C10-6C10","X:6743675..6743815(-1)","X",6743675,6743815
"960","Dmel","snoRNA:Psi28S-1192d","FBgn0082998","1-57","15E5-15E5","X:17143934..17144068(-1)","X",17143934,17144068
"961","Dmel","yellow-b","FBgn0032601","2-52","36A14-36A14","2L:16754336..16758283(1)","2L",16754336,16758283
"962","Dmel","jnj","FBgn0266282","3-83","95E8-95F1","3R:24189050..24193423(-1)","3R",24189050,24193423
"963","Dmel","pkaap","FBgn0040079","2-52","35F1-35F1","2L:16288290..16291195(1)","2L",16288290,16291195
"964","Dmel","Acn","FBgn0263198","2-54","37B11-37B12","2L:19045355..19048817(1)","2L",19045355,19048817
"965","Dmel","CG33311","FBgn0053311","","35D3-35D3","","",NA,NA
"966","Dmel","Galt","FBgn0263200","2-21","26F5-26F5","2L:6666264..6668033(-1)","2L",6666264,6668033
"967","Dmel","CG43092","FBgn0262538","3-76","94C4-94C4","3R:22768883..22769667(-1)","3R",22768883,22769667
"968","Dmel","CG15260","FBgn0028850","2-51","35D1-35D1","2L:15291426..15292239(-1)","2L",15291426,15292239
"969","Dmel","snoRNA:Psi28S-1192c","FBgn0082999","1-57","15E5-15E5","X:17144107..17144240(-1)","X",17144107,17144240
"970","Dmel","snoRNA:Psi28S-1192b","FBgn0083000","1-57","15E5-15E5","X:17144283..17144420(-1)","X",17144283,17144420
"971","Dmel","snoRNA:Psi28S-1192a","FBgn0083001","1-57","15E5-15E5","X:17144435..17144574(-1)","X",17144435,17144574
"972","Dmel","snoRNA:Psi18S-1854c","FBgn0083040","1-57","15E5-15E5","X:17145210..17145349(-1)","X",17145210,17145349
"973","Dmel","mir-190","FBgn0262387","3-26","66D6-66D6","3L:8571799..8571898(1)","3L",8571799,8571898
"974","Dmel","mir-193","FBgn0262330","3-47","78D7-78D7","3L:21574014..21574121(1)","3L",21574014,21574121
"975","Dmel","mir-286","FBgn0262443","2-90","56E1-56E1","2R:19661422..19661521(-1)","2R",19661422,19661521
"976","Dmel","B2036","FBgn0259642","","","","",NA,NA
"977","Dmel","CG32368","FBgn0052368","3-21","66A19-66A19","3L:7915437..7915846(1)","3L",7915437,7915846
"978","Dmel","B0915","FBgn0259643","","","","",NA,NA
"979","Dmel","B1034","FBgn0259644","","","","",NA,NA
"980","Dmel","B0968","FBgn0259645","","","","",NA,NA
"981","Dmel","B0091","FBgn0259647","","","","",NA,NA
"982","Dmel","Dox-3","FBgn0261375","2-","","","",NA,NA
"983","Dmel","B1520","FBgn0259646","","","","",NA,NA
"984","Dmel","Der-1","FBgn0267972","2-3","22B8-22B8","2L:1973957..1975413(1)","2L",1973957,1975413
"985","Dmel","CR17024","FBgn0032437","2-46","33E5-33E5","2L:12453664..12454951(1)","2L",12453664,12454951
"986","Dmel","lost","FBgn0263594","3-47.1","82A6-82A6","3R:4403076..4407182(1)","3R",4403076,4407182
"987","Dmel","VhaM9.7-d","FBgn0038458","3-59","89E5-89E5","3R:16975204..16975697(1)","3R",16975204,16975697
"988","Dmel","VhaAC39-2","FBgn0039058","3-78","94E2-94E2","3R:23158017..23159316(-1)","3R",23158017,23159316
"989","Dmel","VhaAC45","FBgn0262515","2-60","45B4-45B4","2R:9207561..9209774(1)","2R",9207561,9209774
"990","Dmel","B0741","FBgn0259579","","","","",NA,NA
"991","Dmel","B2026","FBgn0259580","","","","",NA,NA
"992","Dmel","GG01303","FBgn0259581","","","","",NA,NA
"993","Dmel","B0617","FBgn0259576","","","","",NA,NA
"994","Dmel","GG01286","FBgn0259577","","","","",NA,NA
"995","Dmel","B1513","FBgn0259578","","","","",NA,NA
"996","Dmel","GG01048","FBgn0259582","","","","",NA,NA
"997","Dmel","B2029","FBgn0259583","","","","",NA,NA
"998","Dmel","B2028","FBgn0259584","","","","",NA,NA
"999","Dmel","B2030","FBgn0259585","","","","",NA,NA
"1000","Dmel","CG15556","FBgn0039821","3-102","100B3-100B3","3R:31127965..31130666(-1)","3R",31127965,31130666
"1001","Dmel","B0258","FBgn0259586","","","","",NA,NA
"1002","Dmel","GG01326","FBgn0259587","","","","",NA,NA
"1003","Dmel","CG41041","FBgn0069966","","","","",NA,NA
"1004","Dmel","GG01544","FBgn0259588","","","","",NA,NA
"1005","Dmel","B0193","FBgn0259589","","","","",NA,NA
"1006","Dmel","B0756","FBgn0259590","","","","",NA,NA
"1007","Dmel","B0771","FBgn0259591","","","","",NA,NA
"1008","Dmel","B0540","FBgn0259592","","","","",NA,NA
"1009","Dmel","snoRNA:Psi28S-1135f","FBgn0083007","1-57","15E5-15E5","X:17145384..17145534(-1)","X",17145384,17145534
"1010","Dmel","snoRNA:Psi18S-1854b","FBgn0083041","1-57","15E6-15E6","X:17145557..17145695(-1)","X",17145557,17145695
"1011","Dmel","CG14893","FBgn0038451","3-59","89D5-89D5","3R:16620778..16622702(1)","3R",16620778,16622702
"1012","Dmel","CG42615","FBgn0261267","2-59","35C5-35D1","2R:8737370..8737790(1)","2R",8737370,8737790
"1013","Dmel","spoon","FBgn0263987","1-11","4F9-4F10","X:5412386..5420867(-1)","X",5412386,5420867
"1014","Dmel","B2031","FBgn0259593","","","","",NA,NA
"1015","Dmel","CG40269","FBgn0058269","","","","",NA,NA
"1016","Dmel","nolo","FBgn0051619","2-54","39F1-39F3","2L:21684106..21729051(1)","2L",21684106,21729051
"1017","Dmel","CG32650","FBgn0052650","1-41","11D1-11D1","X:12897503..12898669(-1)","X",12897503,12898669
"1018","Dmel","Sfp24Bc","FBgn0261054","2-10","24B1-24B1","2L:3670131..3670581(-1)","2L",3670131,3670581
"1019","Dmel","CG14710","FBgn0037920","3-51","86E13-86E13","3R:11620090..11621728(1)","3R",11620090,11621728
"1020","Dmel","Pglym78","FBgn0014869","3-97","98F12-98F13","3R:29148248..29149901(1)","3R",29148248,29149901
"1021","Dmel","mir-971","FBgn0262222","1-41","11D9-11D9","X:13062072..13062167(1)","X",13062072,13062167
"1022","Dmel","Jabba","FBgn0259682","2-86","55F1-55F1","2R:18757074..18761082(-1)","2R",18757074,18761082
"1023","Dmel","mir-1004","FBgn0262392","2-11","24C3-24C3","2L:3767621..3767688(1)","2L",3767621,3767688
"1024","Dmel","mir-274","FBgn0262437","3-36","68D1-68D1","3L:11656918..11657017(1)","3L",11656918,11657017
"1025","Dmel","mir-2493","FBgn0262315","3-56","88E1-88E1","3R:15130754..15130859(-1)","3R",15130754,15130859
"1026","Dmel","mir-2490","FBgn0262293","2-54","","2L:23168825..23168899(1)","2L",23168825,23168899
"1027","Dmel","CG14442","FBgn0029893","1-18","6C6-6C7","X:6689296..6695007(-1)","X",6689296,6695007
"1028","Dmel","5SrRNA-Psi:CR33371","FBgn0053371","2-90","56E2-56E2","2R:19759474..19759610(-1)","2R",19759474,19759610
"1029","Dmel","Khc","FBgn0001308","2-79","53A3-53A4","2R:16266960..16271971(-1)","2R",16266960,16271971
"1030","Dmel","CG14629","FBgn0040398","1-0.1","1E1-1E1","X:1051525..1052631(1)","X",1051525,1052631
"1031","Dmel","cuff","FBgn0260932","2-65","48C5-48C5","2R:11886067..11887603(1)","2R",11886067,11887603
"1032","Dmel","CG8281","FBgn0035824","3-21","66A19-66A19","3L:7912463..7913763(1)","3L",7912463,7913763
"1033","Dmel","B1267","FBgn0259595","","","","",NA,NA
"1034","Dmel","mir-276a","FBgn0266076","3-33","67E2-67E2","3L:10365228..10365325(1)","3L",10365228,10365325
"1035","Dmel","mir-307a","FBgn0262385","2-61","45F8-45F8","2R:9621251..9621338(-1)","2R",9621251,9621338
"1036","Dmel","mir-307b","FBgn0262172","2-61","45F8-45F8","2R:9621234..9621353(1)","2R",9621234,9621353
"1037","Dmel","mir-981","FBgn0262178","1-0.2","2B9-2B9","X:1788861..1788957(-1)","X",1788861,1788957
"1038","Dmel","mir-iab-8","FBgn0262290","3-59","89E3-89E3","3R:16856275..16856342(-1)","3R",16856275,16856342
"1039","Dmel","mir-6-1","FBgn0262464","2-90","56E1-56E1","2R:19661003..19661084(-1)","2R",19661003,19661084
"1040","Dmel","B1511","FBgn0259596","","","","",NA,NA
"1041","Dmel","mir-6-3","FBgn0262418","2-90","56E1-56E1","2R:19660716..19660795(-1)","2R",19660716,19660795
"1042","Dmel","mir-2c","FBgn0262397","3-57","88F4-88F4","3R:15417744..15417845(-1)","3R",15417744,15417845
"1043","Dmel","B0633","FBgn0259597","","","","",NA,NA
"1044","Dmel","mir-970","FBgn0262187","1-39","11B6-11B6","X:12636336..12636430(1)","X",12636336,12636430
"1045","Dmel","B0469","FBgn0259598","","","","",NA,NA
"1046","Dmel","mir-954","FBgn0262302","4-0","102D1-102D1","4:626126..626212(1)","4",626126,626212
"1047","Dmel","Dic61B","FBgn0263988","3-1","61B1-61B1","3L:149679..152589(-1)","3L",149679,152589
"1048","Dmel","CR33319","FBgn0053319","2-54","38F6-38F6","2L:20928824..20929525(1)","2L",20928824,20929525
"1049","Dmel","mir-959","FBgn0262256","2-17","25F2-25F2","2L:5640940..5641037(1)","2L",5640940,5641037
"1050","Dmel","mir-966","FBgn0262317","2-18","26B3-26B3","2L:6045627..6045713(-1)","2L",6045627,6045713
"1051","Dmel","mir-962","FBgn0262200","2-17","25F2-25F2","2L:5641298..5641389(1)","2L",5641298,5641389
"1052","Dmel","mir-1003","FBgn0262431","3-85","96A14-96A14","3R:24658605..24658660(1)","3R",24658605,24658660
"1053","Dmel","mir-989","FBgn0262215","2-69","50E1-50E1","2R:14145351..14145524(-1)","2R",14145351,14145524
"1054","Dmel","mir-980","FBgn0262266","1-0","1A1-1A1","X:280172..280269(-1)","X",280172,280269
"1055","Dmel","wuc","FBgn0033770","2-67","49C1-49C1","2R:12700081..12700851(1)","2R",12700081,12700851
"1056","Dmel","mir-2497","FBgn0262191","2-52","36A10-36A10","2L:16678240..16678335(1)","2L",16678240,16678335
"1057","Dmel","mir-975","FBgn0262228","1-63","18D1-18D1","X:19558753..19558843(1)","X",19558753,19558843
"1058","Dmel","mir-34","FBgn0262459","3-49","85F10-85F10","3R:10100936..10101034(1)","3R",10100936,10101034
"1059","Dmel","mira","FBgn0021776","3-67","92B9-92B9","3R:19931799..19935120(-1)","3R",19931799,19935120
"1060","Dmel","B0079","FBgn0259601","","","","",NA,NA
"1061","Dmel","vap","FBgn0003969","1-52","14A5-14A6","X:15999951..16005812(-1)","X",15999951,16005812
"1062","Dmel","B0911","FBgn0259602","","","","",NA,NA
"1063","Dmel","B0519","FBgn0259603","","","","",NA,NA
"1064","Dmel","B1514","FBgn0259604","","","","",NA,NA
"1065","Dmel","CG5470","FBgn0038384","","89A8-89A8","","",NA,NA
"1066","Dmel","blw","FBgn0011211","2-101","59B1-59B2","2R:22799099..22802180(1)","2R",22799099,22802180
"1067","Dmel","CG6907","FBgn0031711","2-17","25E5-25E5","2L:5524139..5525809(1)","2L",5524139,5525809
"1068","Dmel","CG12677","FBgn0040706","","24F2-24F2","","",NA,NA
"1069","Dmel","CG43775","FBgn0264297","2-106","60B11-60B11","2R:24123167..24126630(-1)","2R",24123167,24126630
"1070","Dmel","tRNA:CR32123:Psi","FBgn0052123","3-40","70A4-70A4","3L:13279776..13279828(1)","3L",13279776,13279828
"1071","Dmel","B0256","FBgn0259605","","","","",NA,NA
"1072","Dmel","CG11159","FBgn0034539","2-91","57A9-57A9","2R:20655756..20656609(-1)","2R",20655756,20656609
"1073","Dmel","5SrRNA:CR33372","FBgn0053372","2-90","56E2-56E2","2R:19759101..19759235(-1)","2R",19759101,19759235
"1074","Dmel","B0216","FBgn0259606","","","","",NA,NA
"1075","Dmel","CG16739","FBgn0034505","2-90","56F17-56F17","2R:20341993..20342749(1)","2R",20341993,20342749
"1076","Dmel","CG12783","FBgn0038448","3-59","89D5-89D5","3R:16611419..16613400(-1)","3R",16611419,16613400
"1077","Dmel","CG31545","FBgn0051545","","83B7-83B7","","",NA,NA
"1078","Dmel","CG30324","FBgn0050324","2-79","53B1-53B1","2R:16287586..16288233(-1)","2R",16287586,16288233
"1079","Dmel","CG14460","FBgn0037161","","79E3-79E3","","",NA,NA
"1080","Dmel","CG7755","FBgn0034105","2-79","53A5-53A5","2R:16281630..16282946(-1)","2R",16281630,16282946
"1081","Dmel","CG5478","FBgn0038386","3-58","89A8-89A8","3R:15932700..15933734(-1)","3R",15932700,15933734
"1082","Dmel","CG14454","FBgn0037177","3-47","79F5-79F5","3L:22691674..22692528(-1)","3L",22691674,22692528
"1083","Dmel","Ssl1","FBgn0037202","3-47","80B2-80B2","3L:22879089..22880963(1)","3L",22879089,22880963
"1084","Dmel","CG30157","FBgn0050157","2-55","42E1-42E1","2R:6974038..6975133(-1)","2R",6974038,6975133
"1085","Dmel","B1116","FBgn0259607","","","","",NA,NA
"1086","Dmel","B0799","FBgn0259608","","","","",NA,NA
"1087","Dmel","B1501","FBgn0259609","","","","",NA,NA
"1088","Dmel","B1500","FBgn0259610","","","","",NA,NA
"1089","Dmel","CG13075","FBgn0036563","3-44","72D1-72D1","3L:16083993..16085264(1)","3L",16083993,16085264
"1090","Dmel","l(3)72-73a","FBgn0260636","","","","",NA,NA
"1091","Dmel","B0613","FBgn0259611","","","","",NA,NA
"1092","Dmel","B0821","FBgn0259539","","","","",NA,NA
"1093","Dmel","HEATR2","FBgn0051320","3-55","88B6-88B6","3R:14358356..14361786(-1)","3R",14358356,14361786
"1094","Dmel","cic","FBgn0262582","3-68","92E2-92E2","3R:20252770..20303942(1)","3R",20252770,20303942
"1095","Dmel","B2008","FBgn0259540","","","","",NA,NA
"1096","Dmel","mir-2283","FBgn0262180","3-48","85D19-85D19","3R:9517524..9517599(1)","3R",9517524,9517599
"1097","Dmel","mir-1013","FBgn0262444","3-101","100A5-100A5","3R:30791636..30791696(-1)","3R",30791636,30791696
"1098","Dmel","mir-2495","FBgn0262213","2-15","25C4-25C4","2L:5068570..5068684(1)","2L",5068570,5068684
"1099","Dmel","wiser","FBgn0261256","1-21.7","","","",NA,NA
"1100","Dmel","rdgB","FBgn0003218","1-46","12C1-12C4","X:13762752..13779488(1)","X",13762752,13779488
"1101","Dmel","mir-996","FBgn0262404","3-98","99A1-99A1","3R:29217184..29217280(1)","3R",29217184,29217280
"1102","Dmel","mir-252","FBgn0262323","3-53","87E12-87E12","3R:13464219..13464311(-1)","3R",13464219,13464311
"1103","Dmel","mir-994","FBgn0262223","3-49","86B4-86B4","3R:10408137..10408227(1)","3R",10408137,10408227
"1104","Dmel","mir-263b","FBgn0262371","3-43","72A2-72A2","3L:15843406..15843495(-1)","3L",15843406,15843495
"1105","Dmel","GG01233","FBgn0259541","","","","",NA,NA
"1106","Dmel","GG01350","FBgn0259542","","","","",NA,NA
"1107","Dmel","scb","FBgn0003328","2-74","51E10-51E11","2R:15248784..15258498(1)","2R",15248784,15258498
"1108","Dmel","GG01179","FBgn0259543","","","","",NA,NA
"1109","Dmel","CG2816","FBgn0031564","2-11","24C1-24C1","2L:3703659..3704253(1)","2L",3703659,3704253
"1110","Dmel","GG01156","FBgn0259545","","","","",NA,NA
"1111","Dmel","B2009","FBgn0259544","","","","",NA,NA
"1112","Dmel","B0472","FBgn0259546","","","","",NA,NA
"1113","Dmel","Z2-2317","FBgn0261876","2-","","","",NA,NA
"1114","Dmel","GG01546","FBgn0259547","","","","",NA,NA
"1115","Dmel","GG01153","FBgn0259548","","","","",NA,NA
"1116","Dmel","GG01228","FBgn0259552","","","","",NA,NA
"1117","Dmel","B2012","FBgn0259553","","","","",NA,NA
"1118","Dmel","B2010","FBgn0259554","","","","",NA,NA
"1119","Dmel","GG01287","FBgn0259549","","","","",NA,NA
"1120","Dmel","GG01430","FBgn0259550","","","","",NA,NA
