"module","size","p-val","Bonf","nInTerm","ont","termName"
"darkgreen",68,0.00024,1,4,"BP","pole plasm mRNA localization"
"darkgreen",68,0.00024,1,3,"BP","establishment of mitotic spindle orienta"
"darkgreen",68,0.00025,1,9,"BP","compound eye development"
"darkgreen",68,0.00026,1,4,"BP","pole plasm RNA localization"
"darkgreen",68,0.00026,1,9,"BP","developmental growth"
"darkgreen",68,0.00032,1,8,"BP","compound eye morphogenesis"
"darkgreen",68,0.00032,1,4,"BP","cell-cell junction assembly"
"darkgreen",68,0.00035,1,9,"CC","neuron projection"
"darkgreen",68,0.00036,1,3,"BP","regulation of pole plasm oskar mRNA loca"
"darkgreen",68,0.00036,1,3,"BP","negative regulation of organ growth"
"darkgreen",68,0.00039,1,10,"BP","sensory organ development"
"darkgreen",68,4e-04,1,9,"BP","eye development"
"darkgreen",68,0.00041,1,8,"BP","cell fate commitment"
"darkgreen",68,0.00041,1,3,"BP","regulation of embryonic pattern specific"
"darkgreen",68,0.00043,1,7,"MF","protein kinase activity"
"darkgreen",68,0.00044,1,8,"BP","eye morphogenesis"
"darkgreen",68,0.00045,1,4,"BP","intracellular mRNA localization involved"
"darkgreen",68,0.00046,1,3,"BP","response to gravity"
"darkgreen",68,0.00046,1,3,"BP","gravitaxis"
"darkgreen",68,0.00046,1,3,"BP","regulation of intracellular mRNA localiz"
"darkgreen",68,0.00047,1,6,"BP","embryonic development via the syncytial "
"darkgreen",68,0.00048,1,4,"BP","cell-cell junction organization"
"darkgreen",68,5e-04,1,8,"BP","microtubule cytoskeleton organization"
"darkgreen",68,0.00051,1,8,"BP","post-embryonic appendage morphogenesis"
"darkgreen",68,0.00051,1,4,"BP","establishment of cell polarity"
"darkgreen",68,0.00051,1,4,"BP","regulation of organ growth"
"darkgreen",68,0.00051,1,2,"BP","heparan sulfate proteoglycan biosyntheti"
"darkgreen",68,0.00051,1,2,"BP","border follicle cell delamination"
"darkgreen",68,0.00051,1,2,"MF","spectrin binding"
"darkgreen",68,0.00052,1,3,"BP","establishment of spindle orientation"
"darkgreen",68,0.00052,1,3,"CC","type I terminal bouton"
"darkgreen",68,0.00054,1,4,"BP","regulation of protein catabolic process"
"darkgreen",68,0.00054,1,4,"BP","intracellular mRNA localization involved"
"darkgreen",68,0.00054,1,6,"MF","protein serine/threonine kinase activity"
"darkgreen",68,0.00059,1,5,"BP","morphogenesis of a polarized epithelium"
"darkgreen",68,0.00061,1,8,"BP","imaginal disc-derived appendage morphoge"
"darkgreen",68,0.00061,1,8,"MF","kinase activity"
"darkgreen",68,0.00063,1,6,"BP","anterior/posterior pattern specification"
"darkgreen",68,0.00064,1,5,"BP","oocyte axis specification"
"darkgreen",68,0.00064,1,5,"BP","anterior/posterior axis specification, e"
"darkgreen",68,0.00064,1,3,"BP","establishment of mitotic spindle localiz"
"darkgreen",68,0.00065,1,8,"BP","appendage morphogenesis"
"darkgreen",68,0.00065,1,6,"BP","embryo development ending in birth or eg"
"darkgreen",68,0.00067,1,10,"BP","pattern specification process"
"darkgreen",68,0.00069,1,5,"BP","embryonic axis specification"
"darkgreen",68,7e-04,1,8,"BP","imaginal disc-derived appendage developm"
"darkgreen",68,0.00071,1,2,"BP","negative regulation of response to wound"
"darkgreen",68,0.00071,1,3,"BP","melanotic encapsulation of foreign targe"
"darkgreen",68,0.00071,1,3,"BP","positive regulation of smoothened signal"
"darkgreen",68,0.00072,1,5,"BP","oocyte construction"
"darkgreen",68,0.00073,1,8,"BP","axonogenesis"
"darkgreen",68,0.00076,1,4,"BP","regulation of oogenesis"
"darkgreen",68,0.00077,1,9,"BP","regulation of cell differentiation"
"darkgreen",68,8e-04,1,5,"BP","response to wounding"
"darkgreen",68,0.00093,1,5,"BP","anterior/posterior axis specification"
"darkgreen",68,0.00093,1,4,"BP","regulation of Notch signaling pathway"
"darkgreen",68,0.00094,1,2,"CC","type Ib terminal bouton"
"darkgreen",68,0.00096,1,6,"BP","transmembrane receptor protein tyrosine "
"darkgreen",68,0.00096,1,6,"BP","blastoderm segmentation"
"darkgreen",68,0.001,1,7,"BP","imaginal disc-derived wing morphogenesis"
"darkgreen",68,0.0011,1,4,"BP","organ growth"
"darkgreen",68,0.0011,1,5,"BP","oocyte development"
"darkgreen",68,0.0011,1,3,"BP","establishment of spindle localization"
"darkgreen",68,0.0011,1,3,"BP","spindle localization"
"darkgreen",68,0.0011,1,3,"BP","regulation of proteasomal protein catabo"
"darkgreen",68,0.0011,1,7,"BP","axon guidance"
"darkgreen",68,0.0012,1,10,"CC","cell projection"
"darkgreen",68,0.0013,1,25,"CC","membrane"
"darkgreen",68,0.0013,1,6,"BP","cell adhesion"
"darkgreen",68,0.0014,1,7,"BP","chemical synaptic transmission"
"darkgreen",68,0.0014,1,7,"BP","synaptic signaling"
"darkgreen",68,0.0014,1,4,"BP","Notch signaling pathway"
"darkgreen",68,0.0014,1,6,"BP","embryonic pattern specification"
"darkgreen",68,0.0015,1,20,"BP","organelle organization"
"darkgreen",68,0.0015,1,10,"BP","phosphorylation"
"darkgreen",68,0.0015,1,4,"BP","intracellular mRNA localization"
"darkgreen",68,0.0015,1,4,"BP","negative regulation of developmental gro"
"darkgreen",68,0.0015,1,2,"BP","negative regulation of microtubule depol"
"darkgreen",68,0.0015,1,3,"BP","adherens junction organization"
"darkgreen",68,0.0015,1,3,"BP","encapsulation of foreign target"
"darkgreen",68,0.0017,1,7,"BP","chemotaxis"
"darkgreen",68,0.0017,1,3,"BP","establishment or maintenance of microtub"
"darkgreen",68,0.0018,1,7,"MF","phosphotransferase activity, alcohol gro"
"darkgreen",68,0.0019,1,3,"BP","regulation of imaginal disc growth"
"darkgreen",68,0.0021,1,10,"BP","cellular macromolecule localization"
"darkgreen",68,0.0021,1,6,"BP","regulation of developmental growth"
"darkgreen",68,0.0022,1,5,"BP","oocyte differentiation"
"darkgreen",68,0.0022,1,5,"CC","cell junction"
"darkgreen",68,0.0022,1,2,"BP","pole plasm protein localization"
"darkgreen",68,0.0022,1,2,"BP","basal protein localization"
"darkgreen",68,0.0022,1,2,"BP","delamination"
"darkgreen",68,0.0023,1,4,"BP","eye photoreceptor cell development"
"darkgreen",68,0.0024,1,6,"BP","segmentation"
"darkgreen",68,0.0025,1,3,"BP","melanization defense response"
"darkgreen",68,0.0025,1,3,"BP","apical junction assembly"
"darkgreen",68,0.0026,1,2,"BP","regulation of ATPase activity"
"darkgreen",68,0.0026,1,6,"BP","embryonic morphogenesis"
"darkgreen",68,0.0026,1,3,"BP","positive regulation of protein catabolic"
"darkgreen",68,0.0028,1,3,"BP","synaptic vesicle recycling"
"darkgreen",68,0.0028,1,3,"MF","Rho GTPase binding"
"darkgreen",68,0.0028,1,4,"BP","neurotransmitter secretion"
"darkgreen",68,0.0029,1,8,"BP","microtubule-based process"
"darkgreen",68,0.003,1,2,"BP","negative regulation of ion transport"
"darkgreen",68,0.0032,1,3,"CC","basolateral plasma membrane"
"darkgreen",68,0.0032,1,5,"BP","RNA localization"
"darkgreen",68,0.0034,1,8,"MF","transferase activity, transferring phosp"
"darkgreen",68,0.0034,1,4,"BP","establishment of planar polarity"
"darkgreen",68,0.0034,1,4,"BP","establishment of tissue polarity"
"darkgreen",68,0.0034,1,5,"CC","cell cortex"
"darkgreen",68,0.0034,1,5,"MF","Ras GTPase binding"
"darkgreen",68,0.0034,1,2,"BP","axon regeneration"
"darkgreen",68,0.0034,1,2,"BP","regulation of microtubule depolymerizati"
"darkgreen",68,0.0037,1,5,"MF","small GTPase binding"
"darkgreen",68,0.0039,1,4,"BP","imaginal disc pattern formation"
"darkgreen",68,0.0039,1,4,"BP","negative regulation of growth"
"darkgreen",68,0.0039,1,3,"BP","cortical actin cytoskeleton organization"
"darkgreen",68,0.0039,1,3,"BP","behavioral response to ethanol"
"darkgreen",68,0.0041,1,3,"BP","imaginal disc growth"
"darkgreen",68,0.0043,1,4,"BP","Wnt signaling pathway"
"darkgreen",68,0.0043,1,4,"BP","photoreceptor cell development"
"darkgreen",68,0.0044,1,50,"BP","cellular process"
"darkgreen",68,0.0044,1,2,"BP","heparan sulfate proteoglycan biosyntheti"
"darkgreen",68,0.0044,1,2,"BP","negative regulation of imaginal disc gro"
"darkgreen",68,0.0046,1,7,"BP","cell proliferation"
"darkgreen",68,0.0047,1,8,"BP","mitotic cell cycle"
"darkgreen",68,0.0048,1,5,"BP","axis specification"
"darkgreen",68,0.0049,1,2,"BP","heparan sulfate proteoglycan metabolic p"
"darkgreen",68,0.0049,1,2,"BP","positive regulation of hippo signaling"
"darkgreen",68,0.005,1,3,"BP","regulation of smoothened signaling pathw"
"darkgreen",68,0.0052,1,6,"BP","cell division"
"darkgreen",68,0.0054,1,4,"BP","modulation of chemical synaptic transmis"
"darkgreen",68,0.0055,1,2,"BP","asymmetric protein localization involved"
"darkgreen",68,0.0055,1,2,"MF","protein tyrosine/serine/threonine phosph"
"darkgreen",68,0.0058,1,3,"BP","regulation of cell shape"
"darkgreen",68,0.0058,1,3,"BP","synaptic vesicle exocytosis"
"darkgreen",68,0.0058,1,3,"BP","cortical cytoskeleton organization"
"darkgreen",68,0.0059,1,1,"BP","ultradian rhythm"
"darkgreen",68,0.0059,1,1,"BP","positive regulation of peptidyl-threonin"
"darkgreen",68,0.0059,1,1,"BP","regulation of border follicle cell delam"
"darkgreen",68,0.0059,1,1,"BP","5S class rRNA transcription by RNA polym"
"darkgreen",68,0.0059,1,1,"BP","zonula adherens maintenance"
"darkgreen",68,0.0059,1,1,"BP","negative regulation of focal adhesion as"
"darkgreen",68,0.0059,1,1,"BP","cell morphogenesis involved in Malpighia"
"darkgreen",68,0.0059,1,1,"BP","negative regulation of ecdysone receptor"
"darkgreen",68,0.0059,1,1,"BP","regulation of axo-dendritic protein tran"
"darkgreen",68,0.0059,1,1,"BP","protein localization to presynapse"
"darkgreen",68,0.0059,1,1,"CC","interphase microtubule organizing center"
"darkgreen",68,0.0059,1,1,"CC","microtubule minus-end"
"darkgreen",68,0.0059,1,1,"MF","heparan sulfate 2-O-sulfotransferase act"
"darkgreen",68,0.0059,1,1,"MF","phosphatidylinositol-3,4,5-trisphosphate"
"darkgreen",68,0.0059,1,1,"MF","activin receptor activity, type I"
"darkgreen",68,0.0059,1,1,"MF","ephrin receptor binding"
"darkgreen",68,0.0059,1,1,"MF","PTB domain binding"
"darkgreen",68,0.0059,1,1,"MF","inositol-1,3,4,5-tetrakisphosphate 3-pho"
"darkgreen",68,0.0059,1,1,"MF","phosphatidylinositol-3,4-bisphosphate 3-"
"darkgreen",68,0.006,1,10,"BP","protein localization"
"darkgreen",68,0.006,1,5,"MF","GTPase binding"
"darkgreen",68,0.0061,1,3,"BP","smoothened signaling pathway"
"darkgreen",68,0.0061,1,2,"BP","microtubule depolymerization"
"darkgreen",68,0.0061,1,2,"BP","cell-matrix adhesion"
"darkgreen",68,0.0061,1,2,"BP","negative regulation of hippo signaling"
"darkgreen",68,0.0061,1,2,"BP","response to axon injury"
"darkgreen",68,0.0064,1,5,"BP","regulation of protein phosphorylation"
"darkgreen",68,0.0065,1,4,"BP","pigment metabolic process"
"darkgreen",68,0.0065,1,4,"BP","response to alcohol"
"darkgreen",68,0.0067,1,14,"BP","cellular protein modification process"
"darkgreen",68,0.0067,1,2,"CC","apicolateral plasma membrane"
"darkgreen",68,0.0069,1,3,"BP","calcium ion regulated exocytosis"
"darkgreen",68,0.007,1,4,"MF","actin binding"
"darkgreen",68,0.0074,1,2,"BP","proteoglycan biosynthetic process"
"darkgreen",68,0.0075,1,3,"BP","instar larval development"
"darkgreen",68,0.0075,1,3,"BP","regulated exocytosis"
"darkgreen",68,0.0075,1,3,"CC","terminal bouton"
"darkgreen",68,0.0075,1,3,"CC","cell cortex region"
"darkgreen",68,0.0078,1,3,"BP","mitotic spindle organization"
"darkgreen",68,0.0084,1,4,"BP","neurotransmitter transport"
"darkgreen",68,0.0084,1,3,"BP","regulation of canonical Wnt signaling pa"
"darkgreen",68,0.0086,1,4,"BP","signal release"
"darkgreen",68,0.0087,1,2,"BP","anterior/posterior pattern specification"
"darkgreen",68,0.0089,1,6,"BP","regulation of cell cycle"
"darkgreen",68,0.0092,1,5,"MF","protein-containing complex binding"
"darkgreen",68,0.0093,1,6,"BP","regulation of growth"
"darkgreen",68,0.0093,1,6,"MF","cytoskeletal protein binding"
"darkgreen",68,0.0094,1,2,"BP","establishment of imaginal disc-derived w"
"darkgreen",68,0.0094,1,2,"BP","apical constriction"
"darkgreen",68,0.0094,1,2,"BP","regulation of microtubule polymerization"
"darkgreen",68,0.0094,1,2,"BP","positive regulation of proteasomal prote"
"darkgreen",68,0.0094,1,2,"MF","transmembrane receptor protein kinase ac"
"darkgreen",68,0.0098,1,4,"BP","cell fate determination"
"darkgreen",68,0.0098,1,3,"CC","receptor complex"
"darkgreen",68,0.0098,1,3,"CC","axon terminus"
"darkgrey",249,1.4e-08,0.00012,18,"MF","Ras GTPase binding"
"darkgrey",249,1.8e-08,0.00015,18,"MF","small GTPase binding"
"darkgrey",249,2.1e-08,0.00017,19,"MF","GTPase binding"
"darkgrey",249,3e-07,0.0025,36,"BP","regulation of signal transduction"
"darkgrey",249,6.4e-07,0.0054,11,"BP","regulation of Ras protein signal transdu"
"darkgrey",249,1.7e-06,0.014,11,"BP","regulation of small GTPase mediated sign"
"darkgrey",249,3.3e-06,0.028,9,"MF","Ras guanyl-nucleotide exchange factor ac"
"darkgrey",249,6.4e-06,0.054,10,"MF","guanyl-nucleotide exchange factor activi"
"darkgrey",249,8.5e-06,0.072,13,"BP","Ras protein signal transduction"
"darkgrey",249,9.4e-06,0.08,15,"BP","endocytosis"
"darkgrey",249,1.1e-05,0.094,8,"BP","receptor-mediated endocytosis"
"darkgrey",249,1.4e-05,0.12,6,"CC","clathrin-coated vesicle"
"darkgrey",249,2.9e-05,0.24,49,"BP","signal transduction"
"darkgrey",249,3.2e-05,0.27,13,"BP","small GTPase mediated signal transductio"
"darkgrey",249,8e-05,0.68,53,"BP","signaling"
"darkgrey",249,0.00012,1,13,"MF","mRNA binding"
"darkgrey",249,0.00016,1,53,"BP","cell communication"
"darkgrey",249,0.00022,1,17,"BP","mRNA processing"
"darkgrey",249,0.00033,1,11,"MF","phosphatase activity"
"darkgrey",249,0.00033,1,5,"BP","positive regulation of Ras protein signa"
"darkgrey",249,0.00035,1,11,"BP","dephosphorylation"
"darkgrey",249,0.00042,1,6,"MF","Rho GTPase binding"
"darkgrey",249,0.00049,1,22,"BP","vesicle-mediated transport"
"darkgrey",249,0.00068,1,8,"BP","protein dephosphorylation"
"darkgrey",249,0.00069,1,14,"BP","RNA splicing, via transesterification re"
"darkgrey",249,0.00069,1,14,"BP","mRNA splicing, via spliceosome"
"darkgrey",249,0.00078,1,5,"MF","protein tyrosine phosphatase activity"
"darkgrey",249,0.0011,1,4,"BP","negative regulation of insulin receptor "
"darkgrey",249,0.0012,1,20,"MF","enzyme binding"
"darkgrey",249,0.0012,1,2,"BP","mitotic G1/S transition checkpoint"
"darkgrey",249,0.0012,1,2,"MF","phosphatidylinositol-4-phosphate phospha"
"darkgrey",249,0.0012,1,7,"BP","regulation of mRNA processing"
"darkgrey",249,0.0013,1,10,"MF","lipid binding"
"darkgrey",249,0.0014,1,14,"BP","RNA splicing"
"darkgrey",249,0.0014,1,8,"MF","phospholipid binding"
"darkgrey",249,0.0015,1,34,"CC","endomembrane system"
"darkgrey",249,0.0016,1,5,"BP","Rab protein signal transduction"
"darkgrey",249,0.0016,1,5,"MF","phosphatidylinositol phosphate binding"
"darkgrey",249,0.0016,1,3,"BP","regulation of Rab protein signal transdu"
"darkgrey",249,0.0018,1,18,"CC","vesicle"
"darkgrey",249,0.0018,1,5,"BP","positive regulation of Wnt signaling pat"
"darkgrey",249,0.0018,1,11,"MF","phosphoric ester hydrolase activity"
"darkgrey",249,0.0018,1,6,"CC","coated vesicle"
"darkgrey",249,0.0018,1,4,"BP","clathrin-dependent endocytosis"
"darkgrey",249,0.0021,1,3,"BP","phosphatidylinositol dephosphorylation"
"darkgrey",249,0.0022,1,15,"BP","regulation of catalytic activity"
"darkgrey",249,0.0023,1,7,"BP","regulation of GTPase activity"
"darkgrey",249,0.0025,1,2,"MF","insulin-like growth factor binding"
"darkgrey",249,0.0025,1,7,"MF","Rab GTPase binding"
"darkgrey",249,0.0026,1,3,"BP","negative regulation of G1/S transition o"
"darkgrey",249,0.0027,1,4,"MF","Rho guanyl-nucleotide exchange factor ac"
"darkgrey",249,0.0031,1,6,"BP","regulation of mRNA splicing, via spliceo"
"darkgrey",249,0.0031,1,4,"BP","positive regulation of smoothened signal"
"darkgrey",249,0.0034,1,16,"CC","cytoplasmic vesicle"
"darkgrey",249,0.0035,1,4,"BP","regulation of Rho protein signal transdu"
"darkgrey",249,0.0039,1,48,"MF","nucleic acid binding"
"darkgrey",249,0.0039,1,23,"BP","cell surface receptor signaling pathway"
"darkgrey",249,0.0039,1,3,"MF","phosphatidylinositol phosphate phosphata"
"darkgrey",249,0.004,1,2,"MF","Ral GTPase binding"
"darkgrey",249,0.0041,1,37,"BP","cellular protein modification process"
"darkgrey",249,0.0042,1,23,"BP","intracellular signal transduction"
"darkgrey",249,0.0045,1,14,"BP","negative regulation of signal transducti"
"darkgrey",249,0.0049,1,6,"MF","phosphoprotein phosphatase activity"
"darkgrey",249,0.006,1,2,"BP","clathrin-dependent endocytosis involved "
"darkgrey",249,0.0061,1,4,"BP","regulation of insulin receptor signaling"
"darkgrey",249,0.0066,1,5,"BP","alternative mRNA splicing, via spliceoso"
"darkgrey",249,0.0066,1,5,"BP","regulation of alternative mRNA splicing,"
"darkgrey",249,0.0067,1,6,"BP","regulation of RNA splicing"
"darkgrey",249,0.0067,1,4,"BP","positive regulation of canonical Wnt sig"
"darkgrey",249,0.007,1,13,"BP","synapse organization"
"darkgrey",249,0.0071,1,7,"BP","negative regulation of growth"
"darkgrey",249,0.0074,1,60,"MF","protein binding"
"darkgrey",249,0.0077,1,14,"BP","appendage morphogenesis"
"darkgrey",249,0.0081,1,21,"MF","RNA binding"
"darkgrey",249,0.0082,1,2,"BP","plasma membrane tubulation"
"darkgrey",249,0.0082,1,2,"BP","clathrin-dependent synaptic vesicle endo"
"darkgrey",249,0.0082,1,2,"MF","GTPase activating protein binding"
"darkgrey",249,0.0084,1,14,"CC","Golgi apparatus"
"darkgrey",249,0.0087,1,3,"BP","phospholipid dephosphorylation"
"darkgrey",249,0.0093,1,16,"BP","protein phosphorylation"
"darkgrey",249,0.0093,1,5,"BP","negative regulation of protein phosphory"
"darkgrey",249,0.0099,1,3,"BP","proteoglycan biosynthetic process"
"darkgrey",249,0.0099,1,3,"BP","positive regulation of circadian rhythm"
"darkgrey",249,0.0099,1,3,"MF","Rab guanyl-nucleotide exchange factor ac"
"darkgrey",249,0.01,1,5,"MF","phosphatidylinositol binding"
"darkred",60,7.4e-44,6.3e-40,28,"CC","cytosolic ribosome"
"darkred",60,8.3e-39,7e-35,27,"BP","cytoplasmic translation"
"darkred",60,1.6e-35,1.4e-31,28,"CC","ribosome"
"darkred",60,6.7e-35,5.7e-31,27,"MF","structural constituent of ribosome"
"darkred",60,1.1e-28,9.1e-25,30,"BP","translation"
"darkred",60,6e-27,5.1e-23,17,"CC","cytosolic large ribosomal subunit"
"darkred",60,3.9e-25,3.3e-21,30,"BP","peptide metabolic process"
"darkred",60,4.3e-24,3.6e-20,31,"CC","cytosol"
"darkred",60,6.5e-24,5.5e-20,27,"MF","structural molecule activity"
"darkred",60,1.7e-23,1.5e-19,29,"CC","ribonucleoprotein complex"
"darkred",60,1.2e-21,1e-17,17,"CC","large ribosomal subunit"
"darkred",60,1.4e-16,1.2e-12,11,"CC","cytosolic small ribosomal subunit"
"darkred",60,1.6e-15,1.4e-11,41,"CC","protein-containing complex"
"darkred",60,4.5e-14,3.8e-10,46,"CC","cytoplasm"
"darkred",60,1e-13,8.8e-10,11,"CC","small ribosomal subunit"
"darkred",60,1.2e-11,1e-07,13,"BP","ribosome biogenesis"
"darkred",60,2.1e-10,1.8e-06,8,"BP","ribosomal large subunit biogenesis"
"darkred",60,3.3e-10,2.8e-06,33,"BP","protein metabolic process"
"darkred",60,1.4e-09,1.2e-05,32,"BP","gene expression"
"darkred",60,1.6e-09,1.3e-05,33,"BP","biosynthetic process"
"darkred",60,4.4e-08,0.00038,44,"BP","cellular metabolic process"
"darkred",60,1.8e-07,0.0015,43,"CC","intracellular organelle"
"darkred",60,5e-07,0.0042,9,"CC","mitochondrial inner membrane"
"darkred",60,1.2e-06,0.011,41,"BP","nitrogen compound metabolic process"
"darkred",60,2.3e-06,0.019,7,"BP","ATP metabolic process"
"darkred",60,2.9e-06,0.024,9,"CC","mitochondrial membrane"
"darkred",60,4.6e-06,0.039,9,"CC","mitochondrial envelope"
"darkred",60,1.7e-05,0.14,4,"BP","mitochondrial electron transport, NADH t"
"darkred",60,1.8e-05,0.15,5,"BP","mitochondrial ATP synthesis coupled elec"
"darkred",60,2e-05,0.17,5,"BP","ATP synthesis coupled electron transport"
"darkred",60,2.8e-05,0.24,5,"CC","mitochondrial respiratory chain"
